Act Date,Station ID,LatDeg,LatMin,LatSec,LongDeg,LongMin,LongSec,Chlorophyll-a (ug/L),DO(mg/l),Fecal Coliform (cfu/100ml),"Nitrogen, Kjeldahl (mg/L)",Nitrite (NO2) + Nitrate (NO3) as N,"Nitrogen, ammonia (NH3) as NH3 (mg/L)","Nitrogen, ammonia as N (mg/L)",Oxidation reduction potential (ORP) (mV),Phosphorus as P (mg/L),"Phosphorus, orthophosphate as P(mg/L)","Phosphorus, orthophosphate as PO4 (mg/L)","Phosphorus, phosphate (PO4) as P(mg/L)",Salinity(ppt),Secchi Depth(m),Specific conductance(umho/cm),"Temperature, air deg C",Temperature (deg cels),Turbidity(NTU),"Wind direction (direction from, expressed 0-360 deg)",Wind velocity,pH,ATemp_max,ATemp_max_1dlag,ATemp_max_2dlag,ATemp_max_3dlag,ATemp_max_4dlag,ATemp_max_5dlag,ATemp_max_6dlag,ATemp_max_7dlag
8/8/2005,330100C6,30,25,30,87,22,0,15.3,8.31,54,,,,,,,,,,14.82,,5940,,28.46,4,,,6.64,32.22222222,30,28.33333333,26.11111111,29.44444444,29.44444444,27.22222222,29.44444444
8/19/2015,330100C6,30,25,30,87,22,0,19,7.7,,0.55,*Non-detect,,0.004,,0.028,*Non-detect,,,10.1,0.9,30991,,30,3.7,,,8.1,,,,,,,,
9/21/2015,330100C6,30,25,30,87,22,0,13,7.6,,0.65,0.011,,0.006,,0.03,*Non-detect,,,17.5,,28477,,28.8,4.1,,,8.2,,,,,,,,
10/29/2015,330100C6,30,25,30,87,22,0,3.5,6.1,,0.43,0.18,,0.046,,0.023,*Non-detect,,,7.2,0.8,12619,,23.8,7.1,,,7.1,,,,,,,,
2/9/2015,330100D4,30,24,12,87,25,18,3.4,10.55,,0.39,0.12,,0.003,,0.011,*Non-detect,,,17.09,1.7,17082,,15.18,1.7,,,7.75,,,,,,,,
3/23/2015,330100D4,30,24,12,87,25,18,3,7.96,,0.31,0.054,,0.01,,0.005,0.005,,,17.5,1.5,28336,,22.8,1.7,,,6.8,,,,,,,,
5/24/2005,330100D4,30,24,12,87,25,18,11.4,7.18,5,0.55,*Non-detect,0.011,,,0.036,,,,4.74,,8540,,29.26,8,,,7.55,34.44444444,33.88888889,27.77777778,30,28.88888889,27.77777778,27.22222222,26.66666667
8/8/2005,330100D4,30,24,12,87,25,18,23.1,1.35,84,,,,,,,,,,17.14,,27997,,28.79,4,,,6.78,32.22222222,30,28.33333333,26.11111111,29.44444444,29.44444444,27.22222222,29.44444444
8/19/2015,330100D4,30,24,12,87,25,18,13,4.6,,0.77,*Non-detect,,0.005,,0.026,*Non-detect,,,15.5,1.1,25456,,29.8,3.5,,,7.8,,,,,,,,
9/21/2015,330100D4,30,24,12,87,25,18,11,7.3,,0.57,*Non-detect,,0.006,,0.029,*Non-detect,,,18,1,29257,,28.1,6,,,8.3,,,,,,,,
10/29/2015,330100D4,30,24,12,87,25,18,3.1,6.5,,0.44,0.099,,0.053,,0.016,*Non-detect,,,20.4,1.1,22079,,23.6,2.8,,,7.2,,,,,,,,
7/19/2005,330100F4,30,20,30,87,27,0,21.9,1.14,1,,,,,,,,,,3,,5654,,29.96,5,,,6.96,31.11111111,30.55555556,30,30,28.33333333,28.88888889,30.55555556,29.44444444
5/23/2005,33010D16,30,21,56.4,87,27,3.1,5.9,7.05,1,0.52,*Non-detect,*Non-detect,,,*Non-detect,,,,10.63,,18100,,27.93,5,,,7.98,33.88888889,27.77777778,30,28.88888889,27.77777778,27.22222222,26.66666667,27.77777778
3/2/2008,33010FA7,30,19,51.6,87,24,12.6,1.3,5.06,1,0.91,0.004,,0.022,,0.004,,,,0.05,0.75,110,,12.97,1.7,165,2.1,4.65,22.22222222,22.22222222,,13.33333333,11.66666667,21.66666667,20.55555556,17.77777778
3/4/2007,33010FA7,30,19,51.6,87,24,12.6,5,5.23,9,,0.01,,0.02,,0.007,,,,0.11,,224,11,12.34,2,340,5,4.17,12.77777778,20.55555556,17.77777778,22.77777778,21.66666667,24.44444444,20,25.55555556
3/5/2006,33010FA7,30,19,51.6,87,24,12.6,5,3.9,1,0.72,0.01,,0.02,,0.013,,,,0.07,,137,20.2,13.32,2,180,3,4.14,,,,,,,,
3/7/2004,33010FA7,30,19,51.6,87,24,12.6,5,2.7,2,0.69,0.01,,0.02,363,0.023,,,,0,,103,20,15.8,3,0,,3.65,23.88888889,20,22.22222222,22.22222222,22.22222222,21.66666667,21.11111111,
3/22/2010,33010FA7,30,19,51.6,87,24,12.6,5.3,3.96,,0.84,0.08,,*Non-detect,,0.011,0.006,,,0.01,,33,9.44,11.73,0.95,220,0.5,3.86,13.33333333,17.77777778,20.55555556,20.55555556,19.44444444,14.44444444,18.88888889,19.44444444
4/19/2010,33010FA7,30,19,51.6,87,24,12.6,0.87,1.4,,0.7,0.057,,0.039,,0.009,*Non-detect,,,12.95,0.4,21518,21.1,18.26,3,245,4,4.54,28.88888889,27.77777778,26.66666667,25.55555556,24.44444444,25.55555556,25.55555556,25.55555556
6/2/2002,33010FA7,30,19,51.6,87,24,12.6,9.1,1.02,20,1.12,0.01,,0.02,322,0.041,,,,0.1,,190,36,21.84,10,,0,3.74,33.88888889,33.88888889,30.55555556,29.44444444,29.44444444,30,32.22222222,31.11111111
6/3/2007,33010FA7,30,19,51.6,87,24,12.6,5,1.55,,1.4,0.007,,0.052,,0.041,,,,0.1,,209,28,21.55,1,,0,4.54,30.55555556,32.77777778,28.33333333,27.77777778,26.66666667,28.88888889,28.88888889,28.33333333
6/4/2006,33010FA7,30,19,51.6,87,24,12.6,5,1.23,1,1.11,0.01,,0.04,,0.048,,,,0.07,,146,24.5,23.36,5,,0,4.13,,,,,,,,
6/6/2005,33010FA7,30,19,51.6,87,24,12.6,5,0.72,1,,0.01,,0.11,,0.01,,,,0,,191,30,25.97,1,,0,4.34,29.44444444,28.88888889,28.88888889,29.44444444,29.44444444,27.77777778,26.11111111,29.44444444
6/17/2010,33010FA7,30,19,51.6,87,24,12.6,2.7,6.32,,0.63,*Non-detect,,0.02,,0.006,*Non-detect,,,0.03,0.5,61,29.4,24.95,1.7,,0,3.89,34.44444444,32.77777778,33.88888889,35,35.55555556,32.22222222,31.66666667,31.66666667
9/9/2007,33010FA7,30,19,51.6,87,24,12.6,5,2.15,,2.2,0.04,,0.86,,0.067,,,,0.11,,237,25,24.04,27,,0,7.02,31.66666667,30.55555556,30.55555556,30.55555556,32.77777778,31.11111111,30,31.11111111
9/11/2005,33010FA7,30,19,51.6,87,24,12.6,5,3.23,1,1.09,0.02,,0.45,,0.015,,,,0.1,,284,,23.3,1,,0,4.07,30.55555556,30.55555556,32.22222222,32.22222222,32.22222222,31.66666667,31.66666667,30.55555556
9/27/2010,33010FA7,30,19,51.6,87,24,12.6,0.81,1.77,,1.2,0.068,,0.037,,0.009,0.005,,,0.05,0.71,111,23.88,24.06,1.2,75,2,3.92,28.33333333,28.88888889,30,31.66666667,31.11111111,31.66666667,32.22222222,33.33333333
12/2/2007,33010FA7,30,19,51.6,87,24,12.6,5,4.66,,1.3,0.004,,0.012,,0.02,,,,0.07,,155,23,15.19,1,165,6,6.23,24.44444444,21.66666667,22.22222222,22.77777778,18.33333333,18.33333333,22.22222222,22.77777778
12/3/2006,33010FA7,30,19,51.6,87,24,12.6,5.3,7.97,10,2.06,0.16,,0.64,,0.031,,,,0.19,,403,10,9.93,16,10,15,5.01,,,,,,,,
12/4/2005,33010FA7,30,19,51.6,87,24,12.6,5,2.87,18,0.48,0.01,,0.02,,0.009,,,,0.07,1.5,154,23,16.12,1,225,4,3.75,24.44444444,22.77777778,16.11111111,17.77777778,24.44444444,30,27.22222222,22.22222222
12/5/2004,33010FA7,30,19,51.6,87,24,12.6,5,3.9,136,0.76,0.01,,0.09,,0.055,,,,0.1,,356,18,14.67,1,20,10,3.49,19.44444444,15,15,16.11111111,13.88888889,27.77777778,18.88888889,19.44444444
5/27/2002,33010G4T,30,22,7.1,87,24,50.1,5.4,5.8,,0.29,*Non-detect,*Non-detect,,,0.025,,,,21.8,,34900,,27.5,7,,,8,32.22222222,31.11111111,28.88888889,28.88888889,26.66666667,25,27.22222222,26.66666667
5/10/2010,33010G4W,30,21,7.4,87,24,51.9,5,10.71,18,0.45,0.013,,*Non-detect,,0.017,*Non-detect,,,14.08,0.7,19076,21.1,27.25,3.5,,,7.49,26.66666667,28.33333333,30,28.88888889,28.33333333,29.44444444,31.11111111,25
8/9/2010,33010G4W,30,21,7.4,87,24,51.9,100,4.31,54,0.51,0.014,,*Non-detect,,0.024,*Non-detect,,,16.08,,25819,29.4,32.17,5.4,130,2.7,8.48,33.33333333,34.44444444,35,33.33333333,32.77777778,33.33333333,33.88888889,36.66666667
11/9/2010,33010G4W,30,21,7.4,87,24,51.9,2.6,8.02,117,0.41,0.048,,0.058,,0.015,*Non-detect,,,15.71,0.6,29935,15,20.06,2.8,180,4,7.57,22.77777778,20,17.77777778,17.22222222,17.22222222,20.55555556,21.66666667,25.55555556
7/11/2016,33010H91,30,18,47,87,26,25,5.4,5.5,,0.42,*Non-detect,,*Non-detect,,0.021,*Non-detect,,,25.8,1.8,44433,,30.3,2,,,7.9,,,,,,,,
10/24/2016,33010H91,30,18,47,87,26,25,2.9,6.4,,0.23,*Non-detect,,0.002,,0.012,0.004,,,29.4,2,45390,,22.4,1.6,,,7.9,,,,,,,,
1/18/2017,33020M31,30,18,47.553,87,25,34.2337,8.3,9.5,,0.43,0.046,,0.013,,0.012,*Non-detect,,,9.4,1.5,32881,,21.3,2.6,,,7.6,,,,,,,,
3/2/2003,33020M31,30,18,47.553,87,25,34.2337,5.3,10.65,*Non-detect,0.56,0.034,,0.022,221,0.047,,,,21.5,,33910,19,8.66,4,270,8,7.82,20.55555556,19.44444444,18.33333333,20,17.77777778,20,21.11111111,15.55555556
3/2/2008,33020M31,30,18,47.553,87,25,34.2337,29,7.28,70,0.91,0.004,,0.05,,0.11,,,,18.17,0.5,29430,,18.85,5.9,180,2.5,5.91,22.22222222,22.22222222,,13.33333333,11.66666667,21.66666667,20.55555556,17.77777778
3/4/2007,33020M31,30,18,47.553,87,25,34.2337,5,8.29,*Non-detect,,0.01,,0.13,,0.01,,,,24.28,,38111,11,16.14,1,340,5,6.37,12.77777778,20.55555556,17.77777778,22.77777778,21.66666667,24.44444444,20,25.55555556
3/5/2006,33020M31,30,18,47.553,87,25,34.2337,5,8.93,1,0.47,0.01,,0.03,,0.015,,,,24.25,,38100,22.9,16.88,2,90,5,8.14,,,,,,,,
3/7/2004,33020M31,30,18,47.553,87,25,34.2337,5,6.38,300,0.6,0.16,,0.05,210,0.053,,,,17.8,,28900,24,19.3,3,0,,7.8,23.88888889,20,22.22222222,22.22222222,22.22222222,21.66666667,21.11111111,
6/3/2001,33020M31,30,18,47.553,87,25,34.2337,8.5,5.82,*Non-detect,0.7,*Non-detect,,*Non-detect,170,0.025,,,,25.5,,40060,29.5,27.81,2,180,5,6.47,31.11111111,31.66666667,36.11111111,30.55555556,32.77777778,31.11111111,30.55555556,30.55555556
6/3/2007,33020M31,30,18,47.553,87,25,34.2337,5,4.99,,0.51,0.004,,0.01,,0.033,,,,25.69,1,40281,28,26.63,3,0,3,6.33,30.55555556,32.77777778,28.33333333,27.77777778,26.66666667,28.88888889,28.88888889,28.33333333
6/4/2006,33020M31,30,18,47.553,87,25,34.2337,5,5.67,1,0.4,0.01,,0.12,,0.022,,,,24.13,,38100,25.5,28.21,3,360,5,7.81,,,,,,,,
6/6/2005,33020M31,30,18,47.553,87,25,34.2337,5,4.9,9,0.44,0.01,,0.05,,0.011,,,,21,,33600,29,28.78,3,,0,7.22,29.44444444,28.88888889,28.88888889,29.44444444,29.44444444,27.77777778,26.11111111,29.44444444
6/7/2009,33020M31,30,18,47.553,87,25,34.2337,4.6,14.4,*Non-detect,0.53,0.005,,0.013,,0.02,,,,16.41,1,26561,28,25.69,3,,0,7.5,30.55555556,29.44444444,30.55555556,29.44444444,26.66666667,30.55555556,32.77777778,31.66666667
7/11/2016,33020M31,30,18,47.553,87,25,34.2337,5.1,6,,0.34,*Non-detect,,0.005,,0.022,*Non-detect,,,25.7,1.8,40620,,30.4,1.6,,,7.8,,,,,,,,
8/29/2016,33020M31,30,18,47.553,87,25,34.2337,6.9,6.1,,0.42,*Non-detect,,*Non-detect,,0.014,*Non-detect,,,25.6,1.3,40197,,29.9,1.8,,,8,,,,,,,,
9/7/2008,33020M31,30,18,47.553,87,25,34.2337,93,5.97,76,0.85,0.007,,*Non-detect,,0.09,,,,23.63,1,37666,,29.87,3.3,180,5,7.45,31.66666667,31.11111111,30,31.11111111,29.44444444,30.55555556,28.88888889,31.66666667
9/9/2007,33020M31,30,18,47.553,87,25,34.2337,5,5.71,,0.37,0.004,,0.05,,0.02,,,,29.01,1,45000,27,28.97,5,45,8,7.27,31.66666667,30.55555556,30.55555556,30.55555556,32.77777778,31.11111111,30,31.11111111
9/10/2006,33020M31,30,18,47.553,87,25,34.2337,5,5.19,10,0.46,0.01,,0.1,,0.013,,,,31.18,1.75,48000,25.5,28.06,3,90,10,7.86,,,,,,,,
9/11/2005,33020M31,30,18,47.553,87,25,34.2337,5,6,1,0.31,0.02,,0.02,,0.02,,,,18.2,,29500,30,27.8,3,45,2,7.73,30.55555556,30.55555556,32.22222222,32.22222222,32.22222222,31.66666667,31.66666667,30.55555556
9/26/2016,33020M31,30,18,47.553,87,25,34.2337,4.9,5.7,,0.29,*Non-detect,,0.002,,0.018,*Non-detect,,,27.1,1.8,42430,,29.9,1.7,,,8,,,,,,,,
10/24/2016,33020M31,30,18,47.553,87,25,34.2337,3.2,6.4,,0.28,*Non-detect,,0.002,,0.013,0.004,,,29.6,1.7,45328,,22.5,2,,,8,,,,,,,,
11/15/2016,33020M31,30,18,47.553,87,25,34.2337,3.7,7.9,,0.36,*Non-detect,,0.002,,0.021,*Non-detect,,,26,,40578,,19.1,2.2,,,8,,,,,,,,
12/2/2007,33020M31,30,18,47.553,87,25,34.2337,5,11.14,,0.42,0.004,,0.01,,0.02,,,,11.14,1.3,44560,23,17.65,2,135,6,6.55,24.44444444,21.66666667,22.22222222,22.77777778,18.33333333,18.33333333,22.22222222,22.77777778
12/3/2006,33020M31,30,18,47.553,87,25,34.2337,13.4,7.5,27,0.99,0.01,,0.07,,0.046,,,,23.05,,36380,15.5,15.16,8,10,15,5.84,,,,,,,,
12/4/2005,33020M31,30,18,47.553,87,25,34.2337,5,8.6,1,0.24,0.01,,0.03,,0.02,,,,26.47,2.5,41200,21,17.5,2,90,4,7.56,24.44444444,22.77777778,16.11111111,17.77777778,24.44444444,30,27.22222222,22.22222222
12/5/2004,33020M31,30,18,47.553,87,25,34.2337,5,7.5,27,0.53,0.02,,0.06,,0.015,,,,20.4,,32600,18,16.34,1,20,12,7.24,19.44444444,15,15,16.11111111,13.88888889,27.77777778,18.88888889,19.44444444
12/7/2008,33020M31,30,18,47.553,87,25,34.2337,17,8.38,12,0.79,*Non-detect,,0.016,,0.048,,,,27.86,0.5,43295,,14.29,4.1,40,5,6.49,15,16.66666667,15.55555556,22.77777778,20.55555556,11.66666667,15,17.77777778
3/2/2003,33020M33,30,18,24.6,87,25,32,22.8,8.77,30,0.94,*Non-detect,,*Non-detect,276,0.089,,,,3.51,,55070,19,16.03,6,270,8,7.56,20.55555556,19.44444444,18.33333333,20,17.77777778,20,21.11111111,15.55555556
3/2/2008,33020M33,30,18,24.6,87,25,32,3.9,9.57,1,0.34,0.033,,0.05,,0.012,,,,15.98,1.75,26075,,16.89,1.7,140,4,6.87,22.22222222,22.22222222,,13.33333333,11.66666667,21.66666667,20.55555556,17.77777778
3/4/2007,33020M33,30,18,24.6,87,25,32,5.9,7.54,9,,0.01,,0.13,,0.011,,,,25.9,,40290,10,16.45,6,340,5,6.49,12.77777778,20.55555556,17.77777778,22.77777778,21.66666667,24.44444444,20,25.55555556
3/5/2006,33020M33,30,18,24.6,87,25,32,5,7.82,27,0.84,0.01,,0.04,,0.042,,,,20.97,,33300,21.1,16.93,3,140,3,7.83,,,,,,,,
3/7/2004,33020M33,30,18,24.6,87,25,32,5,5.42,800,1.77,1.76,,0.04,283,0.042,,,,21.2,,33910,24,20.4,1,0,,7.4,23.88888889,20,22.22222222,22.22222222,22.22222222,21.66666667,21.11111111,
6/3/2007,33020M33,30,18,24.6,87,25,32,5,6.14,,0.46,0.004,,0.01,,0.02,,,,25.27,1.25,39,27,26.47,5,0,5,7.27,30.55555556,32.77777778,28.33333333,27.77777778,26.66666667,28.88888889,28.88888889,28.33333333
6/4/2006,33020M33,30,18,24.6,87,25,32,5,4.18,9,0.44,0.01,,0.07,,0.024,,,,27.05,,42400,28,27.64,6,300,5,6.98,,,,,,,,
6/6/2005,33020M33,30,18,24.6,87,25,32,5,5.2,9,1.14,0.01,,0.03,,0.026,,,,16.6,,27000,30,28.9,3,,0,6.99,29.44444444,28.88888889,28.88888889,29.44444444,29.44444444,27.77777778,26.11111111,29.44444444
6/7/2009,33020M33,30,18,24.6,87,25,32,5.4,16.38,26,0.52,0.007,,*Non-detect,,0.019,,,,20.69,1,33400,28,26.52,3.6,,0,8.08,30.55555556,29.44444444,30.55555556,29.44444444,26.66666667,30.55555556,32.77777778,31.66666667
9/7/2008,33020M33,30,18,24.6,87,25,32,5.6,7.03,5,0.42,0.007,,0.018,,0.026,,,,25.77,1.5,40486,,28.88,0.85,180,3,7.74,31.66666667,31.11111111,30,31.11111111,29.44444444,30.55555556,28.88888889,31.66666667
9/9/2007,33020M33,30,18,24.6,87,25,32,24.6,3.77,,0.83,0.004,,0.05,,0.067,,,,28.52,1,44343,30,29.98,5,45,5,7.5,31.66666667,30.55555556,30.55555556,30.55555556,32.77777778,31.11111111,30,31.11111111
9/10/2006,33020M33,30,18,24.6,87,25,32,5.3,2.6,73,0.72,0.01,,0.07,,0.028,,,,28.83,,44740,25.5,28.08,4,90,5,7.23,,,,,,,,
9/11/2005,33020M33,30,18,24.6,87,25,32,5,5.35,9,0.66,0.02,,6,,0.025,,,,15.4,,25300,30,29.4,3,,0,7.18,30.55555556,30.55555556,32.22222222,32.22222222,32.22222222,31.66666667,31.66666667,30.55555556
12/2/2007,33020M33,30,18,24.6,87,25,32,10.1,8.79,,1.7,0.013,,0.13,,0.11,,,,17.3,,28080,23,19.89,5,135,6,6.85,24.44444444,21.66666667,22.22222222,22.77777778,18.33333333,18.33333333,22.22222222,22.77777778
12/3/2006,33020M33,30,18,24.6,87,25,32,5,9.1,10,0.22,0.01,,0.03,,0.01,,,,23.26,,36734,11,14.52,2,10,15,7.33,,,,,,,,
12/4/2005,33020M33,30,18,24.6,87,25,32,5,8.76,240,0.69,0.01,,0.02,,0.057,,,,27.26,,42300,23,18.35,7,145,5,7.26,24.44444444,22.77777778,16.11111111,17.77777778,24.44444444,30,27.22222222,22.22222222
12/5/2004,33020M33,30,18,24.6,87,25,32,10.7,2.55,470,1.25,0.02,,0.14,,0.017,,,,14.9,,24200,18,17.59,3,20,15,6.29,19.44444444,15,15,16.11111111,13.88888889,27.77777778,18.88888889,19.44444444
12/7/2008,33020M33,30,18,24.6,87,25,32,3.9,10.09,11,0.55,0.005,,*Non-detect,,0.016,,,,24.04,2,37902,,12.19,1.3,60,5,6.5,15,16.66666667,15.55555556,22.77777778,20.55555556,11.66666667,15,17.77777778
12/8/2002,33020M33,30,18,24.6,87,25,32,23.3,7.94,50,1.26,*Non-detect,,0.01,267,0.043,,,,21,,33710,14,14.27,3,45,4,7.44,16.11111111,13.88888889,13.33333333,19.44444444,24.44444444,22.22222222,17.22222222,15.55555556
11/28/2006,987-A,30,19,20.1795,87,26,23.4527,1.1,9.21,10,0.46,0.025,,,,,,*Non-detect,,16.24,1,26.51,,16.49,1.5,,,8.01,,,,,,,,
12/12/2006,987-B,30,19,24.3623,87,25,57.7797,2.1,5.71,8,0.34,0.023,,,,,,*Non-detect,,25.43,,39.87,,12.92,1.9,,,8.2,20.55555556,18.88888889,,,,,,
11/28/2006,987-D,30,19,24.3623,87,25,57.7797,1.3,8.38,17,0.45,0.017,,,,,,*Non-detect,,19.2,,30.82,,17.48,1.8,,,7.89,,,,,,,,
12/12/2006,987-D,30,19,24.3623,87,25,57.7797,1.1,6.94,*Non-detect,0.4,0.022,,,,,,*Non-detect,,25.94,,40.58,,13.21,1.1,,,7.92,20.55555556,18.88888889,,,,,,
8/18/2003,PEN200307,30,27,0,87,21,36,9.31,8.4,,,146.314,,,,6.8,,,2.465,1.2,0.8,2.3,,30.6,6.5,,,6.8,31.11111111,30,31.11111111,31.11111111,32.77777778,30.55555556,26.66666667,30
8/18/2003,PEN200310,30,25,12,87,22,48,4.74,8.7,,,164.99,,,,20.773,,,1.231,1.3,0.6,2.6,,28.5,5.76,,,6.4,31.11111111,30,31.11111111,31.11111111,32.77777778,30.55555556,26.66666667,30
8/18/2003,PEN200322,30,21,0,87,26,24,7.35,9,,,3.612,,,,6.95,,,4.747,22.2,0.8,35.3,,30.1,2.94,,,8.2,31.11111111,30,31.11111111,31.11111111,32.77777778,30.55555556,26.66666667,30
8/18/2003,PEN200326,30,19,12,87,25,48,6.74,7,,,5.768,,,,11.48,,,2.318,7.4,0.7,14.6,,32.6,3.68,,,7.3,31.11111111,30,31.11111111,31.11111111,32.77777778,30.55555556,26.66666667,30
7/8/2002,STR200201,30,28,12,87,25,12,10.46,1.2,,,143.43,,,,10.23,,,2.17,2.9,0.8,5.3,,28.7,4.56,,,7,32.22222222,33.88888889,32.22222222,31.66666667,32.22222222,34.44444444,33.33333333,32.77777778
